zip_code,state,area_code,population
16621,PA,814,737
16622,PA,814,175
16623,PA,814,567
16624,PA,814,204
16625,PA,814,3868
16627,PA,814,2278
16630,PA,814,5080
16631,PA,814,90
16633,PA,814,200
16634,PA,814,302
16635,PA,814,11321
16636,PA,814,742
16637,PA,814,2873
16638,PA,215,67
16639,PA,814,1494
16640,PA,814,817
16641,PA,814,2598
16645,PA,814,142
16646,PA,814,2558
16647,PA,814,764
16648,PA,814,15538
16650,PA,814,2036
16651,PA,814,5813
16652,PA,814,18028
16655,PA,814,1601
16656,PA,814,1297
16657,PA,814,1343
16659,PA,814,303
16661,PA,814,951
16662,PA,814,6040
16664,PA,814,2104
16665,PA,814,299
16666,PA,814,2960
16667,PA,814,1392
16668,PA,814,3569
16669,PA,814,2351
16670,PA,814,47
16671,PA,814,505
16672,PA,814,187
16673,PA,814,5519
16674,PA,814,736
16677,PA,814,481
16678,PA,814,2689
16679,PA,814,844
16680,PA,814,427
16682,PA,814,117
16683,PA,814,383
16685,PA,814,249
16686,PA,814,13488
16689,PA,717,462
16691,PA,814,314
16692,PA,814,753
16693,PA,814,4185
16694,PA,814,254
16695,PA,814,1198
16699,PA,215,1469
16701,PA,814,17980
16720,PA,814,1392
16724,PA,814,143
16725,PA,215,166
16726,PA,814,542
16727,PA,814,211
16728,PA,814,25
16729,PA,814,761
16730,PA,814,121
16731,PA,814,2818
16732,PA,814,293
16733,PA,814,222
16734,PA,814,287
16735,PA,814,6309
16738,PA,814,2679
16740,PA,814,1032
16743,PA,814,3942
16744,PA,814,332
16745,PA,814,611
16746,PA,814,1265
16748,PA,814,2997
16749,PA,814,4319
16750,PA,814,417
16801,PA,814,42812
16802,PA,814,12764
16803,PA,814,23685
16820,PA,814,1217
16821,PA,814,318
16822,PA,570,2283
16823,PA,814,26617
16825,PA,814,240
16826,PA,570,616
16827,PA,814,3991
16828,PA,814,4478
16829,PA,814,666
16830,PA,814,13695
16832,PA,814,510
16833,PA,814,5342
16834,PA,814,299
16835,PA,814,238
16836,PA,814,1152
16837,PA,814,186
16838,PA,814,1821
16839,PA,814,489
16840,PA,814,510
16841,PA,814,5934
16843,PA,814,657
16844,PA,814,2769
16845,PA,814,1088
16847,PA,814,335
16848,PA,570,319
16849,PA,814,331
16851,PA,814,866
16852,PA,814,371
16853,PA,814,300
16854,PA,814,947
16855,PA,814,282
16858,PA,814,3688
16859,PA,814,542
16860,PA,215,451
16861,PA,814,311
16863,PA,814,718
16865,PA,814,1839
16866,PA,814,9881
16868,PA,814,483
16870,PA,814,7046
16871,PA,814,46
16872,PA,814,1551
16874,PA,814,1371
16875,PA,814,3945
16876,PA,814,311
16877,PA,814,1762
16878,PA,814,1762
16879,PA,814,532
16881,PA,814,2232
16882,PA,814,300
16901,PA,570,10243
16911,PA,570,332
16912,PA,570,1776
16914,PA,570,2347
16915,PA,814,5929
16917,PA,570,1437
16920,PA,814,2006
16921,PA,814,475
16922,PA,814,2002
16923,PA,814,1470
16925,PA,570,3186
16926,PA,570,872
16927,PA,814,651
16928,PA,814,1387
16929,PA,570,2320
16930,PA,570,1300
16932,PA,570,734
16933,PA,570,7488
16935,PA,570,1256
16936,PA,570,2095
16937,PA,814,172
16938,PA,570,747
16939,PA,570,295
16940,PA,570,302
16941,PA,814,69
16942,PA,814,847
16943,PA,814,549
16946,PA,570,2484
16947,PA,570,4818
16948,PA,814,1634
16950,PA,814,3378
17002,PA,717,784
17003,PA,717,11720
17004,PA,717,5000
17005,PA,717,368
17006,PA,717,1052
17007,PA,717,5591
17009,PA,717,2007
17010,PA,717,182
17011,PA,717,34586
17013,PA,717,34575
17015,PA,215,20798
17016,PA,717,799
17017,PA,570,1755
17018,PA,717,4313
17019,PA,717,17721
17020,PA,717,9047
17021,PA,717,1088
17022,PA,717,29602
17023,PA,717,3535
17024,PA,717,1893
17025,PA,717,16778
17026,PA,717,3616
17027,PA,215,2141
17028,PA,717,3720
17029,PA,717,371
17030,PA,717,832
17032,PA,717,8192
17033,PA,717,16972
17034,PA,717,2414
17035,PA,717,839
17036,PA,717,21913
17037,PA,717,1126
17038,PA,717,8219
17039,PA,717,37
17040,PA,717,2787
17041,PA,717,213
17042,PA,717,37133
17043,PA,717,5957
17044,PA,717,21209
17045,PA,570,3350
17046,PA,717,29790
17047,PA,717,2526
17048,PA,717,4046
17049,PA,717,3360
17050,PA,717,32815
17051,PA,814,4653
17052,PA,814,1635
17053,PA,717,5001
17055,PA,717,34237
17056,PA,717,128
17057,PA,717,21329
17058,PA,215,1909
17059,PA,717,7579
17060,PA,717,1334
17061,PA,717,7157
17062,PA,717,3979
17063,PA,717,3311
17064,PA,717,645
17065,PA,717,4222
17066,PA,814,5348
17067,PA,717,14232
17068,PA,717,4298
17069,PA,215,133
17070,PA,717,15692
17071,PA,717,108
17072,PA,215,193
17073,PA,717,5271
17074,PA,717,7477
17075,PA,814,123
17076,PA,717,48
17077,PA,215,46
17078,PA,717,20218
17080,PA,215,298
17081,PA,215,352
17082,PA,717,3588
17083,PA,215,109
17084,PA,717,4340
17086,PA,570,2499
17087,PA,717,2767
17088,PA,717,823
17090,PA,717,5216
17093,PA,215,801
17094,PA,717,2392
17097,PA,717,925
17098,PA,717,2528
17099,PA,717,1179
17101,PA,717,2212
17102,PA,717,7628
17103,PA,717,11848
17104,PA,717,20962
17109,PA,717,23131
17110,PA,717,24433
17111,PA,717,30714
17112,PA,717,33850
17113,PA,717,10749
17120,PA,717,0
17201,PA,717,25293
17202,PA,215,30200
17210,PA,717,193
17211,PA,814,368
17212,PA,717,702
17213,PA,717,639
17214,PA,717,1089
17215,PA,717,347
17217,PA,717,150
17219,PA,717,405
17220,PA,717,534
17221,PA,717,637
17222,PA,717,10749
17223,PA,717,289
17224,PA,717,1834
17225,PA,717,18879
17228,PA,717,1183
17229,PA,717,1276
17233,PA,717,5047
17235,PA,717,672
17236,PA,717,8895
17237,PA,717,1917
17238,PA,717,1794
17239,PA,215,203
17240,PA,717,3345
17241,PA,717,11853
17243,PA,814,1329
17244,PA,717,2407
17246,PA,717,195
17247,PA,717,366
17249,PA,814,371
17250,PA,215,68
17251,PA,717,158
17252,PA,717,3608
17253,PA,814,337
17254,PA,215,89
17255,PA,814,1125
17256,PA,215,91
17257,PA,717,27996
17260,PA,814,1164
17261,PA,215,193
17262,PA,717,1462
17263,PA,717,467
17264,PA,814,2305
17265,PA,717,496
17266,PA,717,581
17267,PA,717,2810
17268,PA,717,28285
17271,PA,717,339
17272,PA,215,294
17301,PA,717,4053
17302,PA,717,3083
17304,PA,717,3059
17306,PA,717,318
17307,PA,717,5899
17309,PA,717,2086
17311,PA,717,252
17313,PA,717,10899
17314,PA,717,5929
17315,PA,717,25756
17316,PA,717,8266
17317,PA,215,755
17318,PA,717,344
17319,PA,717,10417
17320,PA,717,7823
17321,PA,717,2238
17322,PA,717,6012
17324,PA,717,4219
17325,PA,717,27619
17327,PA,717,7565
17329,PA,717,2494
17331,PA,717,50292
17339,PA,717,6940
17340,PA,717,10896
17343,PA,215,180
17344,PA,717,3656
17345,PA,717,7679
17347,PA,717,6202
17349,PA,717,7570
17350,PA,717,12886
17352,PA,717,1292
17353,PA,717,3228
17355,PA,215,261
17356,PA,717,21610
17360,PA,717,5927
17361,PA,717,5806
17362,PA,717,13397
17363,PA,717,9413
17364,PA,717,3907
17365,PA,717,2510
17366,PA,717,5499
17368,PA,717,7322
17370,PA,717,5683
17371,PA,717,257
17372,PA,717,4101
17401,PA,717,17687
17402,PA,717,36360
17403,PA,717,39042
17404,PA,717,35517
17406,PA,717,22156
17407,PA,717,2355
17408,PA,215,22507
17501,PA,717,4307
17502,PA,717,2464
17505,PA,717,1785
17507,PA,717,62
17508,PA,717,423
17509,PA,610,4664
17512,PA,717,17836
17516,PA,717,4496
17517,PA,717,15391
17518,PA,717,1355
17519,PA,717,6824
17520,PA,717,4686
17522,PA,717,32483
17527,PA,717,6080
17529,PA,717,4317
17532,PA,717,3381
17535,PA,717,2458
17536,PA,717,2839
17538,PA,717,6045
17540,PA,717,9791
17543,PA,717,42626
17545,PA,717,21256
17547,PA,717,7378
17550,PA,717,790
17551,PA,717,10857
17552,PA,717,17831
17554,PA,717,7525
17555,PA,717,7525
17557,PA,717,13811
17560,PA,717,5118
17562,PA,717,4464
17563,PA,717,3849
17565,PA,717,2537
17566,PA,717,12019
17569,PA,717,5448
17570,PA,215,291
17572,PA,717,3859
17576,PA,215,129
17578,PA,717,7485
17579,PA,717,5935
17581,PA,717,951
17582,PA,717,2026
17584,PA,717,8957
17601,PA,717,49779
17602,PA,717,52452
17603,PA,717,61973
17606,PA,215,392
17701,PA,570,44661
17702,PA,570,10721
17721,PA,570,1604
17723,PA,570,34
17724,PA,570,5424
17727,PA,570,72
17728,PA,570,5120
17729,PA,570,159
17730,PA,570,257
17731,PA,570,185
17737,PA,570,6220
17739,PA,570,32
17740,PA,570,12754
17742,PA,570,39
17744,PA,570,3175
17745,PA,570,19063
17747,PA,570,3073
17748,PA,570,300
17749,PA,570,244
17750,PA,570,167
17751,PA,570,7084
17752,PA,570,4635
17754,PA,570,12233
17756,PA,570,12408
17758,PA,570,919
17760,PA,570,557
17762,PA,570,503
17763,PA,570,309
17764,PA,570,2327
17765,PA,570,1162
17768,PA,570,377
17771,PA,570,3158
17772,PA,570,2399
17774,PA,570,1277
17776,PA,570,295
17777,PA,570,7056
17778,PA,814,102
17779,PA,570,235
17801,PA,570,16671
17810,PA,570,4683
17812,PA,570,1480
17813,PA,570,1979
17814,PA,570,4860
17815,PA,570,30967
17820,PA,570,5556
17821,PA,570,18219
17822,PA,570,0
17823,PA,570,1273
17824,PA,570,4115
17827,PA,570,657
17829,PA,570,244
17830,PA,570,1947
17832,PA,570,628
17834,PA,570,3565
17835,PA,570,219
17836,PA,215,266
17837,PA,570,19815
17840,PA,570,533
17841,PA,570,4779
17842,PA,570,8910
17844,PA,570,10042
17845,PA,570,2245
17846,PA,570,3738
17847,PA,570,12051
17850,PA,570,645
17851,PA,570,7841
17853,PA,570,3221
17855,PA,570,992
17856,PA,570,3365
17857,PA,570,7505
17859,PA,570,3106
17860,PA,570,1994
17861,PA,570,143
17862,PA,570,577
17864,PA,570,2445
17865,PA,570,92
17866,PA,570,10310
17867,PA,215,169
17868,PA,215,1052
17870,PA,570,14564
17872,PA,570,9943
17876,PA,570,1698
17878,PA,570,1528
17880,PA,215,72
17881,PA,570,1556
17884,PA,570,305
17885,PA,570,141
17886,PA,570,895
17887,PA,570,1778
17888,PA,570,326
17889,PA,570,2735
17901,PA,570,23990
17920,PA,570,331
17921,PA,570,7676
17922,PA,570,4783
17923,PA,570,433
17925,PA,570,376
17929,PA,570,1606
17930,PA,570,476
17931,PA,570,8472
17933,PA,570,89
17934,PA,570,469
17935,PA,570,1737
17936,PA,570,763
17938,PA,570,2442
17941,PA,570,834
17943,PA,570,229
17944,PA,570,205
17945,PA,570,180
17946,PA,570,263
17948,PA,570,5029
17949,PA,570,263
17951,PA,570,325
17952,PA,570,282
17953,PA,570,469
17954,PA,570,4564
17957,PA,717,328
17959,PA,570,1422
17960,PA,570,3868
17961,PA,570,6958
17963,PA,570,9317
17964,PA,570,798
17965,PA,570,2067
17967,PA,570,2457
17968,PA,570,329
17970,PA,570,3241
17972,PA,570,11627
17974,PA,570,344
17976,PA,570,6937
17978,PA,570,224
17979,PA,570,168
17980,PA,570,3238
17981,PA,570,2751
17982,PA,570,430
17983,PA,570,1620
17985,PA,570,1226
18011,PA,610,5450
18013,PA,610,17802
18014,PA,484,11387
18015,PA,610,32832
18016,PA,484,0
18017,PA,610,37549
18018,PA,610,32413
18020,PA,610,20447
18030,PA,610,623
18031,PA,610,7528
18032,PA,484,9285
18034,PA,610,8256
18035,PA,610,241
18036,PA,610,12822
18037,PA,610,7070
18038,PA,610,3091
18040,PA,610,15742
18041,PA,215,5424
18042,PA,610,41570
18045,PA,610,26391
18046,PA,215,64
18049,PA,610,17341
18051,PA,610,3327
18052,PA,610,26902
18053,PA,610,2375
18054,PA,215,4278
18055,PA,610,11780
18056,PA,215,943
18058,PA,570,9464
18059,PA,610,1228
18062,PA,610,24351
18063,PA,610,548
18064,PA,484,24073
18066,PA,610,6005
18067,PA,610,17852
18068,PA,215,42
18069,PA,610,8017
18070,PA,215,739
18071,PA,610,10578
18072,PA,610,6571
18073,PA,215,9350
18074,PA,215,5775
18076,PA,215,2662
18077,PA,484,2370
18078,PA,610,7074
18079,PA,215,436
18080,PA,484,11456
18081,PA,610,357
18083,PA,610,530
18085,PA,215,1119
18086,PA,215,398
18087,PA,610,738
18088,PA,610,8375
18091,PA,610,5926
18092,PA,215,3223
18101,PA,610,3897
18102,PA,610,49779
18103,PA,610,45336
18104,PA,610,43236
18105,PA,610,12
18106,PA,610,6889
18109,PA,610,16932
18195,PA,610,0
18201,PA,570,27516
18202,PA,570,12083
18210,PA,570,8258
18211,PA,570,1304
18212,PA,215,131
18214,PA,570,2078
18216,PA,570,1067
18218,PA,570,2281
18219,PA,570,1436
18220,PA,570,344
18221,PA,570,389
18222,PA,570,9020
18223,PA,215,115
18224,PA,570,6017
18225,PA,215,114
18229,PA,570,8498
18230,PA,215,132
18231,PA,570,535
18232,PA,570,3941
18234,PA,215,401
18235,PA,610,19353
18237,PA,570,3110
18239,PA,215,232
18240,PA,570,3891
18241,PA,570,646
18242,PA,570,235
18244,PA,610,402
18245,PA,570,348
18246,PA,570,143
18248,PA,570,631
18249,PA,570,4129
18250,PA,570,3034
18251,PA,570,46
18252,PA,570,11188
18254,PA,570,871
18255,PA,570,4337
18256,PA,570,359
18301,PA,570,28561
18302,PA,215,17362
18321,PA,570,1711
18322,PA,570,2781
18323,PA,570,275
18324,PA,570,9714
18325,PA,570,2465
18326,PA,570,4152
18327,PA,570,700
18328,PA,570,7759
18330,PA,570,8927
18331,PA,570,867
18332,PA,570,3085
18333,PA,570,712
18334,PA,570,4156
18335,PA,570,672
18336,PA,570,4082
18337,PA,570,14572
18340,PA,570,174
18342,PA,570,492
18343,PA,610,3982
18344,PA,570,3589
18346,PA,570,2964
18347,PA,570,3364
18349,PA,215,132
18350,PA,570,1931
18351,PA,570,518
18352,PA,570,1098
18353,PA,570,12779
18354,PA,570,951
18355,PA,570,1492
18356,PA,570,136
18357,PA,570,104
18360,PA,570,28362
18370,PA,570,1096
18371,PA,570,747
18372,PA,570,3210
18403,PA,570,7087
18405,PA,570,2561
18407,PA,570,13862
18411,PA,570,21985
18413,PA,570,151
18414,PA,570,5452
18415,PA,570,1245
18417,PA,570,1121
18419,PA,570,4634
18420,PA,570,57
18421,PA,570,4754
18424,PA,570,5613
18425,PA,570,1354
18426,PA,570,4526
18427,PA,570,118
18428,PA,570,12012
18430,PA,570,33
18431,PA,570,12666
18433,PA,570,6508
18434,PA,570,4192
18435,PA,570,795
18436,PA,570,13853
18437,PA,570,211
18438,PA,570,1172
18439,PA,570,500
18441,PA,570,289
18443,PA,570,458
18444,PA,570,13778
18445,PA,570,2329
18446,PA,570,3733
18447,PA,570,10548
18451,PA,570,448
18452,PA,570,4802
18453,PA,570,1104
18454,PA,570,64
18455,PA,570,105
18456,PA,570,423
18457,PA,570,82
18458,PA,570,3017
18459,PA,570,51
18460,PA,570,184
18461,PA,570,404
18462,PA,570,427
18463,PA,570,199
18464,PA,570,1193
18465,PA,570,1340
18466,PA,570,16681
18469,PA,570,357
18470,PA,570,2226
18471,PA,570,685
18472,PA,570,7521
18473,PA,570,495
18503,PA,570,1182
18504,PA,570,21265
18505,PA,570,20586
18507,PA,570,4891
18508,PA,570,12292
18509,PA,570,13589
18510,PA,570,14119
18512,PA,570,12218
18517,PA,570,5274
18518,PA,570,8313
18519,PA,570,5104
18602,PA,570,257
18603,PA,570,19320
18610,PA,570,5008
18612,PA,570,18051
18614,PA,570,2426
18615,PA,570,1867
18616,PA,570,738
18617,PA,570,1924
18618,PA,570,3793
18619,PA,570,273
18621,PA,570,6248
18622,PA,570,257
18623,PA,570,2733
18624,PA,570,718
18625,PA,570,491
18626,PA,570,516
18628,PA,570,192
18629,PA,570,1801
18630,PA,570,3556
18631,PA,570,1286
18632,PA,570,409
18634,PA,570,13569
18635,PA,570,3881
18636,PA,570,1438
18640,PA,570,17155
18641,PA,570,6812
18642,PA,570,4345
18643,PA,570,12908
18644,PA,570,7546
18651,PA,570,8880
18653,PA,570,132
18655,PA,570,6278
18656,PA,570,2195
18657,PA,570,11985
18660,PA,570,3702
18661,PA,570,5730
18701,PA,570,3447
18702,PA,570,40295
18704,PA,570,31206
18705,PA,570,14806
18706,PA,570,16105
18707,PA,570,15557
18708,PA,570,8817
18709,PA,570,2903
18801,PA,570,8266
18810,PA,570,6162
18812,PA,570,1644
18814,PA,570,156
18816,PA,570,128
18817,PA,570,306
18818,PA,570,1394
18821,PA,570,1153
18822,PA,570,3642
18823,PA,570,193
18824,PA,570,1401
18825,PA,570,111
18826,PA,570,1910
18828,PA,570,352
18829,PA,570,868
18830,PA,570,735
18831,PA,570,1039
18832,PA,570,1874
18833,PA,570,2056
18834,PA,570,3691
18837,PA,570,3267
18840,PA,570,10731
18842,PA,570,278
18843,PA,570,277
18844,PA,570,1870
18845,PA,570,297
18846,PA,570,847
18847,PA,570,6024
18848,PA,570,9193
18850,PA,570,2357
18851,PA,570,706
18853,PA,570,4252
18854,PA,570,1510
18901,PA,215,27598
18902,PA,215,20973
18912,PA,215,39
18913,PA,267,185
18914,PA,215,21063
18915,PA,215,1063
18917,PA,267,2158
18920,PA,610,361
18923,PA,267,998
18925,PA,267,6195
18929,PA,267,9306
18930,PA,484,2721
18932,PA,267,388
18935,PA,215,116
18936,PA,215,4
18938,PA,267,13989
18940,PA,215,28825
18942,PA,267,3260
18944,PA,267,24479
18947,PA,267,6172
18950,PA,215,252
18951,PA,267,34651
18954,PA,215,9745
18955,PA,215,1662
18960,PA,215,12473
18962,PA,215,515
18964,PA,267,13812
18966,PA,215,37999
18969,PA,215,15273
18970,PA,215,696
18972,PA,610,3512
18974,PA,215,40953
18976,PA,215,19795
18977,PA,215,4291
18980,PA,215,510
19001,PA,215,17020
19002,PA,215,32412
19003,PA,610,12519
19004,PA,610,9416
19006,PA,215,21423
19007,PA,215,21125
19008,PA,610,20535
19009,PA,215,864
19010,PA,610,21103
19012,PA,215,6670
19013,PA,610,35130
19014,PA,484,21206
19015,PA,610,16632
19017,PA,610,348
19018,PA,610,23360
19020,PA,215,55493
19021,PA,215,10074
19022,PA,610,3669
19023,PA,610,22164
19025,PA,215,5395
19026,PA,610,30738
19027,PA,215,19067
19029,PA,610,3971
19030,PA,267,12122
19031,PA,215,4700
19032,PA,610,6606
19033,PA,610,7777
19034,PA,215,5999
19035,PA,610,3780
19036,PA,610,12942
19038,PA,215,31595
19040,PA,215,20536
19041,PA,610,6248
19043,PA,610,2664
19044,PA,215,15853
19046,PA,215,17809
19047,PA,215,35056
19050,PA,610,28073
19053,PA,215,25966
19054,PA,215,17437
19055,PA,267,13924
19056,PA,215,15486
19057,PA,267,17191
19060,PA,215,11368
19061,PA,610,19997
19063,PA,610,35704
19064,PA,610,24459
19066,PA,610,5864
19067,PA,267,51334
19070,PA,610,7277
19072,PA,610,9539
19073,PA,610,18332
19074,PA,610,5890
19075,PA,215,7354
19076,PA,610,6525
19078,PA,610,11067
19079,PA,610,9168
19081,PA,610,10337
19082,PA,610,40997
19083,PA,610,35878
19085,PA,610,8932
19086,PA,610,11420
19087,PA,610,32225
19090,PA,215,18832
19094,PA,610,4406
19095,PA,215,7063
19096,PA,610,13572
19102,PA,215,4705
19103,PA,215,21908
19104,PA,215,51808
19106,PA,215,11740
19107,PA,215,14875
19109,PA,215,0
19111,PA,215,63090
19112,PA,215,13
19113,PA,610,120
19114,PA,215,30907
19115,PA,267,33207
19116,PA,215,33112
19118,PA,267,9808
19119,PA,215,27035
19120,PA,215,71360
19121,PA,215,36572
19122,PA,215,21653
19123,PA,215,13416
19124,PA,215,72919
19125,PA,215,22958
19126,PA,215,15758
19127,PA,215,5913
19128,PA,215,35239
19129,PA,215,10975
19130,PA,215,24870
19131,PA,215,43172
19132,PA,215,36268
19133,PA,215,26063
19134,PA,215,60675
19135,PA,215,33091
19136,PA,215,40647
19137,PA,215,8638
19138,PA,215,32273
19139,PA,215,41271
19140,PA,215,54133
19141,PA,215,31376
19142,PA,215,29595
19143,PA,215,64849
19144,PA,215,43329
19145,PA,215,47261
19146,PA,215,35113
19147,PA,215,36228
19148,PA,215,49732
19149,PA,215,55006
19150,PA,215,23378
19151,PA,215,29883
19152,PA,215,33293
19153,PA,215,12259
19154,PA,215,34196
19301,PA,610,6402
19310,PA,610,3066
19311,PA,484,8584
19312,PA,610,11539
19316,PA,610,186
19317,PA,484,9530
19319,PA,610,1130
19320,PA,610,52342
19330,PA,610,5421
19333,PA,610,6895
19335,PA,610,46984
19341,PA,484,16709
19342,PA,610,18099
19343,PA,484,8142
19344,PA,610,11919
19345,PA,215,689
19348,PA,484,22232
19350,PA,484,10921
19352,PA,484,10622
19355,PA,610,24760
19358,PA,215,526
19362,PA,610,5815
19363,PA,484,17055
19365,PA,484,7006
19367,PA,215,171
19372,PA,484,1360
19373,PA,484,4273
19374,PA,610,1252
19375,PA,610,104
19380,PA,610,49534
19382,PA,610,52388
19383,PA,215,3169
19390,PA,484,13425
19401,PA,610,41753
19403,PA,610,44260
19405,PA,610,5127
19406,PA,610,23441
19422,PA,610,18506
19425,PA,484,13922
19426,PA,610,38831
19428,PA,610,16580
19435,PA,610,100
19436,PA,267,640
19437,PA,215,757
19438,PA,215,23765
19440,PA,215,18038
19442,PA,610,45
19444,PA,610,10519
19446,PA,215,55138
19453,PA,484,1483
19454,PA,215,27870
19456,PA,610,737
19457,PA,610,125
19460,PA,610,40154
19462,PA,610,14658
19464,PA,610,45788
19465,PA,484,17038
19468,PA,610,25536
19472,PA,610,74
19473,PA,484,15726
19474,PA,610,733
19475,PA,610,11283
19477,PA,215,146
19492,PA,610,717
19501,PA,717,1047
19503,PA,610,1142
19504,PA,610,4998
19505,PA,610,3226
19506,PA,610,7356
19507,PA,610,3280
19508,PA,610,15725
19510,PA,610,7639
19511,PA,610,215
19512,PA,610,16954
19518,PA,610,14734
19519,PA,610,101
19520,PA,610,5465
19522,PA,610,14229
19523,PA,610,250
19525,PA,610,14107
19526,PA,484,11039
19529,PA,610,3131
19530,PA,610,16432
19533,PA,610,7686
19534,PA,610,2041
19535,PA,610,23
19536,PA,610,490
19538,PA,610,64
19539,PA,610,4597
19540,PA,610,11723
19541,PA,610,4403
19543,PA,610,5905
19544,PA,717,196
19545,PA,610,428
19547,PA,610,4222
19549,PA,484,326
19550,PA,717,641
19551,PA,610,5034
19554,PA,610,374
19555,PA,610,3406
19559,PA,610,362
19560,PA,610,7805
19562,PA,610,2622
19564,PA,215,90
19565,PA,610,8531
19567,PA,610,5388
19601,PA,610,32998
19602,PA,610,17900
19604,PA,610,27658
19605,PA,610,18985
19606,PA,610,34416
19607,PA,610,22544
19608,PA,610,22719
19609,PA,610,9946
19610,PA,610,15258
19611,PA,610,10589
19701,DE,302,39194
19702,DE,302,51899
19703,DE,302,14471
19706,DE,302,1822
19707,DE,302,16483
19709,DE,302,35107
19710,DE,302,41
19711,DE,302,51322
19713,DE,302,30408
19716,DE,302,1568
19717,DE,302,3770
19720,DE,302,59250
19730,DE,302,451
19731,DE,302,252
19732,DE,302,25
19733,DE,302,110
19734,DE,302,11651
19735,DE,302,12
19736,DE,302,32
19801,DE,302,16286
19802,DE,302,24621
19803,DE,302,21364
19804,DE,302,17944
19805,DE,302,40937
19806,DE,302,9560
19807,DE,302,7405
19808,DE,302,38442
19809,DE,302,14049
19810,DE,302,25011
19901,DE,302,35055
19902,DE,302,283
19904,DE,302,34132
19930,DE,302,2768
19931,DE,302,211
19933,DE,302,8535
19934,DE,302,12805
19936,DE,302,302
19938,DE,302,8357
19939,DE,302,5979
19940,DE,302,5574
19941,DE,302,2522
19943,DE,302,11425
19944,DE,302,620
19945,DE,302,6862
19946,DE,302,4420
19947,DE,302,18799
19950,DE,302,6951
19951,DE,302,1733
19952,DE,302,10220
19953,DE,302,4386
19954,DE,302,1464
19955,DE,302,72
19956,DE,302,15500
19958,DE,302,19650
19960,DE,302,6295
19962,DE,302,10206
19963,DE,302,19206
19964,DE,302,1340
19966,DE,302,24601
19967,DE,302,354
19968,DE,302,9549
19970,DE,302,6170
19971,DE,302,12385
19973,DE,302,23838
19975,DE,302,8253
19977,DE,302,22984
19979,DE,302,632
20001,DC,202,38551
20002,DC,202,52370
20003,DC,202,26454
20004,DC,202,1622
20005,DC,202,12775
20006,DC,202,3227
20007,DC,202,26866
20008,DC,202,27525
20009,DC,202,47992
20010,DC,202,30138
20011,DC,202,58536
20012,DC,202,13414
20015,DC,202,15332
20016,DC,202,32519
20017,DC,202,17735
20018,DC,202,16894
20019,DC,202,54358
20020,DC,202,49864
20024,DC,202,11510
20032,DC,202,35653
20036,DC,202,5435
20037,DC,202,14642
20045,DC,202,0
20052,DC,202,470
20053,DC,202,0
20057,DC,202,3888
20064,DC,202,1890
20105,VA,703,11315
20106,VA,540,5142
20109,VA,703,37265
20110,VA,703,43876
20111,VA,703,30590
20112,VA,703,25833
20115,VA,540,5838
20117,VA,540,2693
20118,VA,540,7
20119,VA,540,3946
20120,VA,703,40695
20121,VA,703,27988
20124,VA,703,14857
20129,VA,703,618
20130,VA,540,281
20132,VA,540,15900
20135,VA,540,2834
20136,VA,703,28498
20137,VA,540,1510
20139,VA,540,217
20141,VA,540,6131
20143,VA,703,1216
20144,VA,540,1012
20147,VA,703,54086
20148,VA,703,28310
20151,VA,703,21374
20152,VA,703,24946
20155,VA,703,29411
20158,VA,540,4288
20164,VA,703,37747
20165,VA,703,32383
20166,VA,703,9521
20169,VA,571,19801
20170,VA,703,41236
20171,VA,703,45887
20175,VA,703,27169
20176,VA,703,46506
20180,VA,540,6549
20181,VA,703,7877
20184,VA,540,839
20186,VA,540,14557
20187,VA,540,15252
20190,VA,703,17529
20191,VA,703,29128
20194,VA,703,13165
20197,VA,703,1840
20198,VA,540,2492
20202,DC,202,0
20204,DC,202,0
20228,DC,202,0
20230,DC,202,0
20240,DC,202,0
20245,DC,202,0
20260,DC,202,0
20317,DC,202,903
20319,DC,202,84
20373,DC,202,131
20390,DC,202,584
20405,DC,202,0
20418,DC,202,0
20427,DC,202,0
20506,DC,202,0
20510,DC,202,0
20520,DC,202,0
20535,DC,202,8
20540,DC,202,0
20551,DC,202,0
20553,DC,202,0
20560,DC,202,0
20565,DC,202,0
20566,DC,202,0
20593,DC,202,0
20601,MD,301,24156
20602,MD,301,24955
20603,MD,301,28967
20606,MD,301,431
20607,MD,301,9802
20608,MD,301,919
20609,MD,301,1120
20611,MD,240,1078
20612,MD,301,261
20613,MD,301,11860
20615,MD,410,405
20616,MD,301,5857
20617,MD,301,781
20618,MD,301,607
20619,MD,301,10503
20620,MD,240,1443
20621,MD,301,1373
20622,MD,301,4900
20623,MD,240,2744
20624,MD,301,1282
20625,MD,301,1062
20626,MD,301,373
20628,MD,301,594
20629,MD,410,535
20630,MD,301,348
20632,MD,240,347
20634,MD,240,5927
20636,MD,301,9937
20637,MD,301,5423
20639,MD,410,14227
20640,MD,301,10438
20645,MD,240,857
20646,MD,301,18890
20650,MD,240,13717
20653,MD,301,24481
20657,MD,410,20483
20658,MD,301,854
20659,MD,301,23498
20660,MD,301,97
20662,MD,240,2934
20664,MD,301,2987
20667,MD,301,494
20670,MD,301,1014
20674,MD,301,830
20675,MD,301,1671
20676,MD,443,3871
20677,MD,240,2322
20678,MD,410,11045
20680,MD,240,1119
20684,MD,301,1125
20685,MD,410,6471
20686,MD,301,1332
20687,MD,301,313
20688,MD,410,1828
